arabic,german,root,frequency_rank,transliteration,masdar,masdar_transliteration,masdar_german
فَكَّ,lösen / aufmachen,ف-ك-ك,1385,fakka,فَكٌّ,fakk,das Lösen/das Aufmachen
قَارَنَ,vergleichen,ق-ر-ن,1386,qārana,مُقَارَنَةٌ,muqārana,der Vergleich
قَدَّرَ,schätzen / einschätzen,ق-د-ر,1387,qaddara,تَقْدِيرٌ,taqdīr,die Einschätzung
كَافَأَ,belohnen,ك-ف-أ,1388,kāfaʾa,مُكَافَأَةٌ,mukāfaʾa,die Belohnung
لَحِقَ,einholen,ل-ح-ق,1389,laḥiqa,لُحُوقٌ,luḥūq,das Einholen
لَفَّ,wickeln,ل-ف-ف,1390,laffa,لَفٌّ,laff,das Wickeln
لَمَعَ,glänzen,ل-م-ع,1391,lamaʿa,لَمَعَانٌ,lamaʿān,das Glänzen
نَالَ,erlangen,ن-ي-ل,1392,nāla,نَيْلٌ,nayl,das Erlangen
نَدِمَ,bereuen,ن-د-م,1393,nadima,نَدَمٌ,nadam,die Reue
هَزَمَ,besiegen,ه-ز-م,1394,hazama,هَزْمٌ,hazm,die Niederlage/das Besiegen
هَزَّ,schütteln,ه-ز-ز,1395,hazza,هَزٌّ,hazz,das Schütteln
هَنَّأَ,gratulieren,ه-ن-أ,1396,hannaʾa,تَهْنِئَةٌ,tahniʾa,die Gratulation
وَازَنَ,abwägen,و-ز-ن,1397,wāzana,مُوَازَنَةٌ,muwāzana,die Abwägung
وَافَقَ,zustimmen,و-ف-ق,1398,wāfaqa,مُوَافَقَةٌ,muwāfaqa,die Zustimmung
وَفَّرَ,sparen / einsparen,و-ف-ر,1399,waffara,تَوْفِيرٌ,tawfīr,die Ersparnis/das Einsparen
أَدَاةٌ,Werkzeug,أ-د-و,1400,ʾadāt,,,
أُجْرَةٌ,Lohn / Gebühr,أ-ج-ر,1401,uǧra,,,
أُسْلُوبٌ,Stil,س-ل-ب,1402,ʾuslūb,,,
إِحْسَاسٌ,Empfindung,ح-س-س,1403,ʾiḥsās,,,
إِعْلَانٌ,Anzeige / Werbung,ع-ل-ن,1404,ʾiʿlān,,,
اِمْتِيَازٌ,Vorzug,م-ي-ز,1405,imtiyāz,,,
اِنْتِبَاهٌ,Aufmerksamkeit,ن-ب-ه,1406,intibāh,,,
اِهْتِمَامٌ,Interesse,ه-م-م,1407,ihtimām,,,
تَأْثِيرٌ,Wirkung,أ-ث-ر,1408,taʾṯīr,,,
تَأْمِينٌ,Versicherung,أ-م-ن,1409,taʾmīn,,,
تَدْرِيبٌ,Training / Übung,د-ر-ب,1410,tadrīb,,,
تَعْبِيرٌ,Ausdruck,ع-ب-ر,1411,taʿbīr,,,
تَوْأَمٌ,Zwilling,ت-أ-م,1412,tawʾam,,,
تُرَاثٌ,Kulturerbe,و-ر-ث,1413,turāṯ,,,
ثَلَّاجَةٌ,Kühlschrank,ث-ل-ج,1414,ṯallāǧa,,,
جَزَاءٌ,Strafe / Vergeltung,ج-ز-ي,1415,ǧazāʾ,,,
جَهْلٌ,Unwissenheit,ج-ه-ل,1416,ǧahl,,,
جُنَيْنَةٌ,Gärtchen,ج-ن-ن,1417,ǧunayna,,,
جِهَازٌ,Gerät,ج-ه-ز,1418,ǧihāz,,,
جِهَةٌ,Seite / Richtung,و-ج-ه,1419,ǧiha,,,
حَضَارَةٌ,Zivilisation,ح-ض-ر,1420,ḥaḍāra,,,
حَوْضٌ,Becken,ح-و-ض,1421,ḥawḍ,,,
حِصَّةٌ,Anteil / Portion,ح-ص-ص,1422,ḥiṣṣa,,,
حِكْمَةٌ,Weisheit,ح-ك-م,1423,ḥikma,,,
خَرُوفٌ,Lamm / Schaf,خ-ر-ف,1424,ḫarūf,,,
خُلَاصَةٌ,Zusammenfassung,خ-ل-ص,1425,ḫulāṣa,,,
خِطَّةٌ,Plan,خ-ط-ط,1426,ḫiṭṭa,,,
دَرَّاجَةٌ,Fahrrad,د-ر-ج,1427,darrāǧa,,,
دُبٌّ,Bär,د-ب-ب,1428,dubb,,,
ذَكَاءٌ,Intelligenz,ذ-ك-و,1429,ḏakāʾ,,,
رَاتِبٌ,Gehalt,ر-ت-ب,1430,rātib,,,
رَضِيعٌ,Säugling,ر-ض-ع,1431,raḍīʿ,,,
رَفٌّ,Regal,ر-ف-ف,1432,raff,,,
رِزْقٌ,Lebensunterhalt,ر-ز-ق,1433,rizq,,,
زُقَاقٌ,Gasse,ز-ق-ق,1434,zuqāq,,,
سَرِقَةٌ,Diebstahl,س-ر-ق,1435,sariqa,,,
شَمْعَةٌ,Kerze,ش-م-ع,1436,šamʿa,,,
شُرْفَةٌ,Balkon,ش-ر-ف,1437,šurfa,,,
شُعْبَةٌ,Abteilung,ش-ع-ب,1438,šuʿba,,,
ضَمَانٌ,Garantie,ض-م-ن,1439,ḍamān,,,
ضَمِيرٌ,Gewissen,ض-م-ر,1440,ḍamīr,,,
طَرَفٌ,Seite / Ende,ط-ر-ف,1441,ṭaraf,,,
عَاطِفَةٌ,Gefühl / Emotion,ع-ط-ف,1442,ʿāṭifa,,,
عَاقِبَةٌ,Konsequenz,ع-ق-ب,1443,ʿāqiba,,,
عِبَارَةٌ,Redewendung,ع-ب-ر,1444,ʿibāra,,,
عِمَارَةٌ,Gebäude,ع-م-ر,1445,ʿimāra,,,
غَبَاءٌ,Dummheit,غ-ب-و,1446,ġabāʾ,,,
غَرَامَةٌ,Bußgeld,غ-ر-م,1447,ġarāma,,,
غَسَّالَةٌ,Waschmaschine,غ-س-ل,1448,ġassāla,,,
فَرْعٌ,Filiale / Zweig,ف-ر-ع,1449,farʿ,,,
فَضِيلَةٌ,Tugend,ف-ض-ل,1450,faḍīla,,,
فُرْشَاةٌ,Bürste,ف-ر-ش,1451,furšāt,,,
فِئَةٌ,Kategorie / Gruppe,ف-أ-ي,1452,fiʾa,,,
قَاضٍ,Richter,ق-ض-ي,1453,qāḍin,,,
قِطَّةٌ,Katze,ق-ط-ط,1454,qiṭṭa,,,
قِطْعَةٌ,Stück,ق-ط-ع,1455,qiṭʿa,,,
كَفَالَةٌ,Bürgschaft,ك-ف-ل,1456,kafāla,,,
لُقْمَةٌ,Bissen,ل-ق-م,1457,luqma,,,
لِصٌّ,Dieb,ل-ص-ص,1458,liṣṣ,,,
مَتْحَفٌ,Museum,ت-ح-ف,1459,matḥaf,,,
مَخْبَزٌ,Bäckerei,خ-ب-ز,1460,maḫbaz,,,
مَزِيَّةٌ,Vorteil,م-ي-ز,1461,maziyya,,,
مَشْرُوعٌ,Projekt,ش-ر-ع,1462,mašrūʿ,,,
مُتَّهَمٌ,Angeklagter,و-ه-م,1463,muttaham,,,
مُحَرِّكٌ,Motor,ح-ر-ك,1464,muḥarrik,,,
مُسْتَنَدٌ,Urkunde,س-ن-د,1465,mustanad,,,
مُشْطٌ,Kamm,م-ش-ط,1466,mušt,,,
مُنَشْفَةٌ,Handtuch,ن-ش-ف,1467,munaššafa,,,
مِدْفَأَةٌ,Heizung,د-ف-أ,1468,midfaʾa,,,
مِزَاجٌ,Gemüt / Laune,م-ز-ج,1469,mizāǧ,,,
مِسْطَرَةٌ,Lineal,س-ط-ر,1470,misṭara,,,
مِلْكِيَّةٌ,Eigentum,م-ل-ك,1471,milkiyya,,,
مِيرَاثٌ,Erbe / Erbschaft,و-ر-ث,1472,mīrāṯ,,,
مِيلَادٌ,Geburt,و-ل-د,1473,mīlād,,,
نَاحِيَةٌ,Gegend,ن-ح-و,1474,nāḥiya,,,
نَصِيبٌ,Anteil,ن-ص-ب,1475,naṣīb,,,
نُسْخَةٌ,Kopie,ن-س-خ,1476,nusḫa,,,
وَصِيَّةٌ,Testament,و-ص-ي,1477,wasiyya,,,
وَعْيٌ,Bewusstsein,و-ع-ي,1478,waʿy,,,
وَكِيلٌ,Vertreter / Anwalt,و-ك-ل,1479,wakīl,,,
وِثِيقَةٌ,Dokument,و-ث-ق,1480,waṯīqa,,,
يَتِيمٌ,Waise,ي-ت-م,1481,yatīm,,,
بَرِيءٌ,unschuldig,ب-ر-أ,1482,barīʾ,,,
بَطِيءٌ,langsam,ب-ط-أ,1483,baṭīʾ,,,
حَادٌّ,scharf,ح-د-د,1484,ḥādd,,,
دَافِئٌ,warm,د-ف-أ,1485,dāfiʾ,,,
دَاكِنٌ,dunkel (Farbe),د-ك-ن,1486,dākin,,,
سَمِيكٌ,dick (Gegenstand),س-م-ك,1487,samīk,,,
ضَارٌّ,schädlich,ض-ر-ر,1488,ḍārr,,,
طَرِيٌّ,frisch,ط-ر-و,1489,ṭariyy,,,
عَجُولٌ,eilig / hastig,ع-ج-ل,1490,ʿaǧūl,,,
عَسِيرٌ,schwierig,ع-س-ر,1491,ʿasīr,,,
عَنِيدٌ,stur / starrköpfig,ع-ن-د,1492,ʿanīd,,,
غَاضِبٌ,wütend,غ-ض-ب,1493,ġāḍib,,,
فَاتِحٌ,hell (Farbe),ف-ت-ح,1494,fātiḥ,,,
فَاسِدٌ,verdorben,ف-س-د,1495,fāsid,,,
قَذِرٌ,schmutzig,ق-ذ-ر,1496,qaḏir,,,
لَازِمٌ,notwendig / nötig,ل-ز-م,1497,lāzim,,,
مَالِحٌ,salzig,م-ل-ح,1498,māliḥ,,,
مُتَشَائِمٌ,pessimistisch,ش-أ-م,1499,mutašāʾim,,,
مُتَفَائِلٌ,optimistisch,ف-أ-ل,1500,mutafāʾil,,,
مُثَلَّثٌ,dreieckig,ث-ل-ث,1501,muṯallaṯ,,,
مُذْنِبٌ,schuldig,ذ-ن-ب,1502,muḏnib,,,
مُرَبَّعٌ,viereckig,ر-ب-ع,1503,murabbaʿ,,,
مُرِيحٌ,bequem,ر-و-ح,1504,murīḥ,,,
مُزْدَحِمٌ,überfüllt,ز-ح-م,1505,muzdaḥim,,,
مُسْتَدِيرٌ,rund,د-و-ر,1506,mustadīr,,,
مُسْتَوٍ,eben / flach,س-و-ي,1507,mustawin,,,
مُعَقَّدٌ,kompliziert,ع-ق-د,1508,muʿaqqad,,,
مُقْلِقٌ,beunruhigend,ق-ل-ق,1509,muqliq,,,
نَاضِجٌ,reif,ن-ض-ج,1510,nāḍiǧ,,,
نَافِعٌ,nützlich / heilsam,ن-ف-ع,1511,nāfiʿ,,,
يَسِيرٌ,einfach / leicht,ي-س-ر,1512,yasīr,,,
أَصْلًا,überhaupt,أ-ص-ل,1513,ʾaṣlan,,,
بَيْنَمَا,während (Konj.),ب-ي-ن,1514,baynamā,,,
بِالتَّالِي,folglich,ت-ل-و,1515,bi-t-tālī,,,
تَمَامًا,völlig / ganz,ت-م-م,1516,tamāman,,,
حَيْثُ,wo (Rel.-Adv.),ح-ي-ث,1517,ḥayṯu,,,
خَاصَّةً,besonders,خ-ص-ص,1518,ḫāṣṣatan,,,
شَدِيدًا,sehr / heftig,ش-د-د,1519,šadīdan,,,
عَكْسًا,umgekehrt,ع-ك-س,1520,ʿaksan,,,
عَمَلِيًّا,praktisch,ع-م-ل,1521,ʿamaliyyan,,,
عُمُومًا,im Allgemeinen,ع-م-م,1522,ʿumūman,,,
مُؤَقَّتًا,vorübergehend,و-ق-ت,1523,muʾaqqatan,,,
مُبَاشَرَةً,direkt,ب-ش-ر,1524,mubāšaratan,,,
نِهَائِيًّا,endgültig,ن-ه-ي,1525,nihāʾiyyan,,,
إِزَاءَ,gegenüber,أ-ز-ي,1526,ʾizāʾa,,,
حَوَالَيْ,etwa / zirka,ح-و-ل,1527,ḥawālay,,,
خِلَالَ,während / im Laufe,خ-ل-ل,1528,ḫilāla,,,
ضِدَّ,gegen,ض-د-د,1529,ḍidda,,,
لَدَى,bei / anwesend,ل-د-ي,1530,ladā,,,
نَحْوَ,in Richtung auf,ن-ح-و,1531,naḥwa,,,
أَحَاطَ,umgeben,ح-و-ط,1532,ʾaḥāṭa,إِحَاطَةٌ,ʾiḥāṭa,die Umgebung/das Umgeben
اِطَّلَعَ,Einblick nehmen,ط-ل-ع,1533,iṭṭalaʿa,اِطِّلَاعٌ,iṭṭilāʿ,die Einsicht
حَارَبَ,bekämpfen,ح-ر-ب,1534,ḥāraba,مُحَارَبَةٌ,muḥāraba,die Bekämpfung
أَدَارَ,verwalten / leiten,د-و-ر,1535,ʾadāra,إِدَارَةٌ,ʾidāra,die Verwaltung/die Leitung
فَتَّشَ,durchsuchen / untersuchen,ف-ت-ش,1536,fattaša,تَفْتِيشٌ,taftīš,die Durchsuchung
تَفَقَّدَ,nachprüfen / inspizieren,ف-ق-د,1537,tafaqqada,تَفَقُّدٌ,tafaqqud,die Nachprüfung/die Inspektion
رَاقَبَ,überwachen / beobachten,ر-ق-ب,1538,rāqaba,مُرَاقَبَةٌ,murāqaba,die Überwachung
قَضَى,entscheiden / verbringen,ق-ض-ي,1539,qaḍā,قَضَاءٌ,qaḍāʾ,die Entscheidung
غَلَبَ,besiegen / überwinden,غ-ل-ب,1540,ġalaba,غَلَبَةٌ,ġalaba,der Sieg/das Besiegen
جَازَ,überschreiten / passieren,ج-و-ز,1541,ǧāza,مُجَاوَزَةٌ,muǧāwaza,das Überschreiten/das Passieren
رَافَقَ,begleiten,ر-ف-ق,1542,rāfaqa,مُرَافَقَةٌ,murāfaqa,die Begleitung
تَشَاوَرَ,sich beraten,ش-و-ر,1543,tašāwara,تَشَاوُرٌ,tašāwur,die Beratung
أَبْقَى,behalten / übrig lassen,ب-ق-ي,1544,ʾabqā,إِبْقَاءٌ,ʾibqāʾ,das Behalten
وَكَّلَ,beauftragen,و-ك-ل,1545,wakkala,تَوْكِيلٌ,tawkīl,die Beauftragung
تَمَكَّنَ,fähig sein / gelingen,م-ك-ن,1546,tamakkana,تَمَكُّنٌ,tamakkun,die Fähigkeit/die Macht
أَسْقَطَ,fallen lassen,س-ق-ط,1547,ʾasqaṭa,إِسْقَاطٌ,ʾisqāṭ,das Fallenlassen
أَثْبَتَ,beweisen,ث-ب-ت,1548,ʾaṯbata,إِثْبَاتٌ,ʾiṯbāt,der Beweis/das Feststellen
أَجْرَى,durchführen,ج-ر-ي,1549,ʾaǧrā,إِجْرَاءٌ,ʾiǧrāʾ,die Durchführung
اِسْتَقَامَ,gerade sein / richtig sein,ق-و-م,1550,istaqāma,اِسْتِقَامَةٌ,istiqāma,die Geradheit/die Aufrichtigkeit
تَهَرَّبَ,sich drücken / meiden,ه-ر-ب,1551,taharraba,تَهَرُّبٌ,taharrub,die Flucht/das Ausweichen
اِنْسَجَمَ,zusammenpassen,س-ج-م,1552,insaǧama,اِنْسِجَامٌ,insiǧām,die Harmonie/die Übereinstimmung
اِعْتَمَلَ,arbeiten,ع-م-ل,1553,iʿtamala,اِعْتِمَالٌ,iʿtimāl,das Arbeiten
خَشِيَ,fürchten,خ-ش-ي,1554,ḫašiya,خَشْيَةٌ,ḫašya,die Furcht
دَامَ,andauern,د-و-م,1555,dāma,دَوَامٌ,dawām,die Dauer
أَحْسَنَ,gut machen,ح-س-ن,1556,ʾaḥsana,إِحْسَانٌ,ʾiḥsān,das Gutmachen/die Wohltat
اِنْتَهَجَ,einschlagen (Weg),ن-ه-ج,1557,intahaǧa,اِنْتِهَاجٌ,intihāǧ,das Einschlagen (eines Weges)
شَغَلَ,besetzen / beschäftigen,ش-غ-ل,1558,šaġala,شُغْلٌ,šuġl,die Beschäftigung
قَرَّرَ,entscheiden,ق-ر-ر,1559,qarrara,تَقْرِيرٌ,taqrīr,die Entscheidung/der Bericht
اِرْتَقَى,aufsteigen,ر-ق-ي,1560,irtaqā,اِرْتِقَاءٌ,irtiqāʾ,der Aufstieg
تَدَفَّقَ,strömen,د-ف-ق,1561,tadaffaqa,تَدَفُّقٌ,tadaffuq,das Strömen
اِنْسَابَ,fließen / sich ergießen,س-ي-ب,1562,insāba,اِنْسِيَابٌ,insiyāb,das Fließen/das Dahingleiten
أَقْلَعَ,abheben / starten,ق-ل-ع,1563,ʾaqlaʿa,إِقْلَاعٌ,ʾiqlāʿ,der Abflug/der Start
رَدَّدَ,wiederholen,ر-د-د,1564,raddada,تَرْدِيدٌ,tardīd,das Wiederholen
كَرَّرَ,wiederholen,ك-ر-ر,1565,karrara,تَكْرَارٌ,takrār,die Wiederholung
غَلَى,sieden,غ-ل-ي,1566,ġalā,غَلَيَانٌ,ġalayān,das Sieden
تَسَاءَلَ,sich fragen,س-أ-ل,1567,tasāʾala,تَسَاؤُلٌ,tasāʾul,das Sich-Fragen
اِسْتَدَلَّ,folgern / schließen auf,د-ل-ل,1568,istadalla,اِسْتِدْلَالٌ,istidlāl,die Schlussfolgerung
حَلَّلَ,analysieren,ح-ل-ل,1569,ḥallala,تَحْلِيلٌ,taḥlīl,die Analyse
حَسَمَ,entscheiden / beenden,ح-س-م,1570,ḥasama,حَسْمٌ,ḥasm,die Entscheidung/das Beenden
دَمَّرَ,zerstören,د-م-ر,1571,dammara,تَدْمِيرٌ,tadmīr,die Zerstörung
اِسْتَوْحَى,entnehmen / inspirieren,و-ح-ي,1572,istawḥā,اِسْتِيحَاءٌ,istīḥāʾ,die Entnahme/die Inspiration
أَخْفَقَ,scheitern,خ-ف-ق,1573,ʾaḫfaqa,إِخْفَاقٌ,ʾiḫfāq,das Scheitern
تَعَثَّرَ,stolpern,ع-ث-ر,1574,taʿaṯṯara,تَعَثُّرٌ,taʿaṯṯur,das Stolpern
اِنْهَارَ,zusammenstürzen,ه-و-ر,1575,inhāra,اِنْهِيَارٌ,inhayār,der Zusammenbruch
اِضْطَرَبَ,schwanken / unruhig sein,ض-ر-ب,1576,iḍṭaraba,اِضْطِرَابٌ,iḍṭirāb,die Unruhe/das Schwanken
أَوْصَى,vermachen / anempfehlen,و-ص-ي,1577,ʾawṣā,إِيصَاءٌ,ʾīṣāʾ,das Vermachen
